dataset;x;y
5;27.33886909;51.65304565
5;27.67840385;51.18198776
5;52.63565826;51.4185524
5;52.02521515;52.12301254
5;52.88116455;50.62155533
5;52.9526062;50.07473755
5;52.52055359;51.50244141
5;52.34282303;51.86195374
5;51.92758942;52.25778961
5;52.71377563;51.19794464
5;50.44380188;82.94182587
5;50.21669388;83.75234222
5;52.18418121;51.97525024
5;52.792099;51.07339478
5;52.58972168;51.33808899
5;52.02885056;52.17683792
5;52.72924805;51.20176315
5;52.88431168;50.44143677
5;52.50930023;51.41620636
5;50.86268616;17.14563179
5;50.89149094;17.14132309
5;25.85512733;17.08190918
5;26.0256443;16.92501259
5;27.89317322;50.66196442
5;27.63996887;51.39909744
5;27.89265823;50.79528046
5;52.79773331;50.68603897
5;27.58063889;51.5247612
5;26.49139786;17.40539169
5;25.98531723;17.203722
5;26.20141983;17.09382439
5;25.85756874;17.11384201
5;50.70468521;17.02374458
5;50.81197357;17.11492538
5;50.56484604;17.07777786
5;50.93930435;16.98102188
5;50.45885468;17.03857803
5;52.90136337;50.6905632
5;52.68495178;51.29446793
5;52.50008774;51.59435654
5;51.83563614;52.33576584
5;76.99541473;52.04552841
5;77.31060028;51.7467308
5;77.92604065;50.31866074
5;77.2543869;51.46182632
5;76.24315643;52.12369156
5;77.08448792;51.96713638
5;75.22805023;82.98566437
5;50.65835571;83.11447906
5;50.20336533;82.98265839
5;50.92954636;82.84603882
5;50.17867279;83.18462372
5;50.42269897;82.90990448
5;50.46422577;82.93532562
5;50.44927216;83.9699173
5;49.92837906;82.9936676
5;50.48801422;83.09951782
5;49.96490479;83.70832062
5;50.75210953;82.90194702
5;27.42243004;51.43887711
5;27.67408371;51.30411148
5;27.53739548;51.59365463
5;52.26334763;94.24932861
5;51.7372818;92.97911835
5;75.87096405;88.38644409
5;75.24432373;83.90349579
5;75.19829559;83.46230316
5;75.70104218;82.91945648
5;75.4793396;82.88404846
5;75.19456482;82.93211365
5;74.82025146;82.96238708
5;75.16433716;83.03499603
5;75.26335907;82.94528198
5;77.75641632;51.15177155
5;77.95443726;50.47557831
5;77.08333588;52.15779877
5;76.06355286;52.1046524
5;77.68201447;51.16563797
5;76.87808228;51.86756134
5;76.94850159;51.90751648
5;77.86405182;49.66254425
5;75.77145386;17.11125183
5;52.33156967;51.87886047
5;52.59281921;51.39159012
5;50.47704697;17.04829025
5;75.29647827;17.01565361
5;75.57395172;17.06219292
5;75.40052795;17.04110718
5;75.87099457;17.13489342
5;75.60588837;17.06772232
5;75.89557648;17.16995049
5;75.74656677;17.10571671
5;75.14234161;16.75492477
5;50.66178131;17.07814026
5;50.69985199;17.0851841
5;50.9189415;17.14760399
5;50.72525787;16.9074707
5;51.26387024;17.1623497
5;51.25091934;17.24045563
5;50.78515625;17.18019676
5;50.50139618;17.10577011
5;50.7336731;16.99296379
5;50.71138;17.08831596
5;50.81274414;16.57271767
5;51.01423264;17.22109604
5;50.35352325;17.06474304
5;50.4355278;17.06516838
5;50.63098145;17.07652283
5;51.06680679;17.2088604
5;50.79235458;17.2042141
5;50.55127716;17.08465576
5;50.55975723;17.09388351
5;75.32598114;15.77189159
5;75.04472351;17.00426292
5;75.28708649;16.17493439
5;75.23996735;17.031847
5;75.15245819;17.00494194
5;75.96183777;16.69484138
5;75.44805908;17.04514885
5;75.75938416;16.94293022
5;50.37826157;16.94627953
5;50.53363419;17.01958084
5;77.5009079;50.16698456
5;50.69112396;87.51396179
5;49.99039459;83.99736023
5;50.12718201;82.99075317
3;55.99303055;79.27726746
3;50.03225327;79.01306915
3;51.28845978;82.4359436
3;51.17053604;79.16529083
3;44.37791443;78.16462708
3;45.01026917;77.88085938
3;48.55981827;78.78836823
3;42.14226913;76.88063812
3;41.02696991;76.40959167
3;34.57530975;72.72483826
3;31.16860008;69.24542236
3;32.64425278;70.73255157
3;26.66664505;62.98097229
3;26.45926285;62.63467407
3;25.53800774;60.63023758
3;26.32071114;62.3962822
3;26.1633873;62.02681351
3;25.21379089;60.27339935
3;26.8595295;63.14183426
3;31.76066971;69.7976532
3;39.79328918;75.80796051
3;45.61743927;78.11997223
3;53.77146149;79.30293274
3;56.45143509;79.24710846
3;66.09371948;77.01781464
3;56.92583847;79.20632172
3;58.98825455;78.91725922
3;57.90226746;79.08087158
3;64.81286621;77.48693848
3;60.34979248;78.72944641
3;48.89055634;16.80654335
3;47.54950714;17.07140541
3;30.889431;26.32903671
3;28.97283554;29.05046844
3;35.16136169;22.78684998
3;45.87036896;17.48939323
3;32.8314209;24.79753876
3;39.48557663;20.03305054
3;33.44618225;24.19064331
3;21.8635807;46.05259323
3;25.16587067;35.76661301
3;22.95947838;51.28770828
3;25.58605576;60.84658432
3;26.31431007;33.29716873
3;33.03730011;24.56446266
3;36.46889114;21.87611389
3;26.51355362;32.91875076
3;36.02709198;22.19543839
3;42.68104172;18.54253578
3;45.04107666;17.73451805
3;47.35241699;17.13474464
3;53.84619522;16.38731766
3;55.12963867;16.35324669
3;52.1881218;16.41821671
3;58.67266464;16.66337204
3;82.14431;33.19522095
3;75.68656921;24.74151039
3;85.34496307;52.8864212
3;83.84465027;58.61605835
3;85.6647644;45.54275131
3;77.93100739;68.69006348
3;73.03182983;73.12057495
3;70.10280609;75.68320465
3;57.14469528;79.19409943
3;46.96246338;78.66655731
3;50.56493378;79.07730103
3;53.71967697;79.30693817
3;54.20023346;79.32500458
3;47.87519836;78.67584991
3;51.47345734;79.15986633
3;52.7512207;79.29366302
3;48.56222153;78.78238678
3;53.08124161;79.29724884
3;56.47538376;79.16783905
3;49.57091141;79.03812408
3;37.62770462;74.55750275
3;32.26369858;70.31663513
3;32.54238129;70.70241547
3;52.82501602;85.57813263
3;58.52828979;78.97870636
3;56.26583481;79.25293732
3;57.0758934;79.19392395
3;54.25640106;79.31386566
3;62.68567276;78.17474365
3;68.08560944;76.11231995
3;65.11811829;77.39918518
3;68.74562836;75.79005432
3;63.09022522;78.04141235
3;77.20458984;69.31214905
3;82.03390503;62.68186951
3;81.57794952;63.89492416
3;85.18014526;53.78167725
3;84.28682709;57.25616837
3;85.62248993;45.02416611
3;85.60449982;50.76233673
3;84.42478943;38.76140976
3;85.57098389;44.56009674
3;84.62672424;39.48707581
3;73.39615631;22.81624794
3;73.50744629;22.85698891
3;63.35648727;17.7240696
3;72.95904541;22.5114994
3;64.02084351;17.88358116
3;61.12446213;17.11635399
3;75.67420959;24.78250122
3;69.51358032;20.27935791
3;58.57213593;16.64270401
3;70.98194122;21.14588737
3;65.22303009;18.39719582
3;65.31504059;18.33374786
3;64.01023865;17.92447853
3;57.14093781;16.59860992
3;56.36515427;16.32654572
3;43.04618454;18.40255928
3;52.08175659;16.45387459
3;42.87903595;18.4894104
3;51.56699371;16.48571396
3;58.83912659;16.63763428
3;60.75579071;17.03323174
3;54.76115799;16.36618996
3;53.56990433;16.33971214
3;48.91461945;16.79863739
3;52.64613724;16.3848362
3;49.83849335;16.67633057
3;52.68406677;16.4079628
3;65.80722046;18.14076424
3;60.67391968;17.05180168
3;63.39471436;17.70053482
3;64.80200958;18.21687889
3;65.02593994;18.28782463
3;65.7555542;18.51621628
3;69.96773529;20.53898811
3;68.89278412;20.03244972
3;61.82654572;17.26965523
3;60.7879715;17.04620552
3;61.91561127;17.28219032
3;45.02899933;17.72444725
3;39.92136383;19.70184898
3;84.79428101;55.56864929
3;55.66296005;83.35647583
3;50.49224854;78.99753571
3;51.46710205;79.20184326
2;51.20389175;83.33977509
2;58.97446823;85.49981689
2;51.87207413;85.8297348
2;48.17993164;85.04512024
2;41.68320084;84.01794434
2;37.89041519;82.56748962
2;39.54897308;80.81259918
2;39.64957428;82.66453552
2;34.75059891;80.01109314
2;27.56083488;72.8478241
2;24.63554001;71.61071777
2;20.95946503;66.04149628
2;20.68914986;62.72130585
2;19.28820419;62.06306076
2;20.02449989;61.34262466
2;35.46952438;43.11588669
2;36.89432907;47.70655441
2;39.05554962;55.54697418
2;46.95708084;65.24040985
2;37.31045151;45.25875092
2;40.00967026;60.98658371
2;48.01438522;65.71282196
2;53.70377731;66.38948059
2;63.06750107;64.03500366
2;62.04803085;63.84586334
2;59.83996582;64.47676086
2;55.16094208;65.23730469
2;61.27978516;65.7664032
2;60.83491898;64.6037674
2;61.52059174;64.79185486
2;36.91654205;41.09524918
2;38.50220108;41.56715393
2;48.66437149;30.68066597
2;50.28525162;30.33792305
2;42.27633286;34.52763748
2;54.03177643;29.67234802
2;37.32935715;39.60204315
2;41.38952255;37.29605484
2;40.07466507;34.62368393
2;35.34968185;47.14107132
2;34.76369858;47.62480164
2;37.0266304;44.46229172
2;36.45557022;40.79184341
2;35.53766251;48.72938538
2;20.40894699;32.20302963
2;23.49571037;25.3224678
2;29.5575428;21.36477661
2;33.00823212;15.98507118
2;53.98040009;29.35098648
2;52.23431015;29.71167374
2;59.50307846;30.66967392
2;41.16378021;34.31575775
2;48.99304199;32.03035736
2;59.26927948;29.64070129
2;45.46917725;33.83119202
2;62.69126511;30.29037476
2;73.42867279;48.57785416
2;70.84642792;52.28225327
2;71.53901672;45.52180481
2;67.62086487;38.00655746
2;72.4709549;51.12213516
2;64.8122406;62.8109169
2;60.85367966;65.49914551
2;67.78949738;61.36370087
2;41.60955811;83.84868622
2;53.00302505;84.67479706
2;54.71417236;84.04312897
2;44.29166794;82.90943909
2;49.19172287;85.87622833
2;53.10138321;84.54766083
2;51.5998497;84.81982422
2;54.3797226;84.24035645
2;46.4807663;83.51821136
2;53.17465591;84.26056671
2;45.27200317;85.23707581
2;36.03340149;53.37168884
2;28.27119446;72.84023285
2;25.05480576;71.54859924
2;64.75888824;82.31522369
2;63.14452744;85.23669434
2;50.4246788;85.17475128
2;70.64499664;82.43091583
2;63.14904785;83.94685364
2;62.8240242;84.96618652
2;70.23686981;82.17115021
2;70.04273224;80.38502502
2;72.57062531;80.97122192
2;75.13071442;79.98409271
2;83.29390717;70.77843475
2;79.66426086;73.93231201
2;88.43210602;64.62424469
2;89.11556244;64.00150299
2;89.09220123;57.76819229
2;91.72600555;52.62335205
2;91.7355423;48.97021103
2;91.50788879;53.31265259
2;88.23899841;31.47743416
2;88.53051758;30.47603035
2;55.3651619;30.44585037
2;62.56026077;30.44713593
2;58.00666809;30.25372124
2;55.0671196;29.01153564
2;61.61477661;29.99439049
2;68.54314423;35.6578331
2;77.70610809;20.30426025
2;68.45304871;13.03552818
2;68.25720978;12.38463879
2;70.25547791;13.25038528
2;65.04432678;11.00084114
2;60.09224701;11.87211132
2;52.99202728;9.906668663
2;50.14463043;12.21154308
2;46.50861359;11.20713425
2;43.80703354;11.31894493
2;57.81785583;10.94514275
2;50.94049454;9.691547394
2;63.49732208;11.91406918
2;50.01648331;11.9338522
2;58.63676453;11.97472095
2;54.73028946;11.4128828
2;65.87554932;11.73243618
2;57.06098175;9.920560837
2;46.81990814;10.49465275
2;38.35939407;13.43132305
2;47.31541443;12.85345173
2;55.05191803;11.94998837
2;50.51596069;9.765591621
2;49.67741394;10.38313293
2;67.28066254;14.12865162
2;66.17301941;12.03791714
2;61.08854294;10.08453465
2;66.05308533;13.38022614
2;72.66999054;15.23422623
2;61.50347137;10.82841492
2;68.99502563;13.99431038
2;78.24991608;17.88324165
2;36.48197937;15.16275978
2;50.96774673;29.67977524
2;91.1910553;46.67434311
2;55.86376953;85.33648682
2;49.28059387;84.0488205
2;43.36849976;84.33217621
9;47.69520187;95.24118805
9;44.60997772;93.07583618
9;43.85638046;94.08586884
9;41.5789299;90.30356598
9;49.17741776;96.61053467
9;42.6522522;90.56063843
9;30.12333107;81.14429474
9;31.91551971;79.7904129
9;27.88772011;75.44557953
9;27.54823494;75.16475677
9;20.20977783;67.51663971
9;24.44345284;54.4736557
9;24.63083076;53.39574051
9;21.03796959;49.82929993
9;27.10624313;54.7195549
9;28.08961678;60.51221085
9;31.13573456;61.43191147
9;37.70083618;68.41840363
9;43.39268875;43.59759521
9;51.26239777;49.66650391
9;43.28671265;43.05686188
9;55.90591812;54.2526741
9;50.19895935;52.22502899
9;55.76158905;54.03051758
9;58.32313919;60.03105927
9;70.17145538;70.28221893
9;60.60027695;59.75330734
9;63.76027679;61.18564224
9;54.38949585;53.81190109
9;55.24129868;52.59357452
9;49.07012558;48.89694595
9;46.01811981;46.25772476
9;44.75958633;41.97460556
9;51.60062408;50.03246689
9;36.46588135;35.524189
9;33.39479828;35.01679993
9;37.5800705;38.83157349
9;36.61972046;36.81141281
9;36.16346741;33.81931305
9;33.16775894;31.2477417
9;42.64498138;40.15431976
9;47.22502518;44.57564545
9;48.3923645;50.33152771
9;27.24519348;29.8195076
9;30.40431404;29.07954025
9;30.0807991;27.58802605
9;33.98063278;35.03305817
9;34.25061035;34.44158554
9;51.14118195;20.61832428
9;49.89959335;19.5640831
9;55.58987808;26.29924583
9;55.48205566;22.82746696
9;63.57294083;32.93861771
9;59.02507782;28.32208633
9;62.42377853;33.48659515
9;47.84990692;48.55662537
9;52.26856232;52.80524063
9;68.85102081;39.57343292
9;65.67639923;35.10931396
9;77.74688721;47.37182236
9;80.35293579;47.8003006
9;60.33758545;63.03495789
9;61.65872192;64.10002136
9;71.54503632;72.65771484
9;49.0409584;77.36258698
9;51.8868866;80.11360931
9;57.9689827;85.35604858
9;54.8556633;83.78339386
9;54.13319397;83.79399872
9;51.30882645;80.13639069
9;61.12039566;88.70405579
9;55.56386566;85.8103714
9;55.0441246;83.54141235
9;50.44418716;78.1958847
9;43.8277092;71.04705048
9;37.79143143;66.85464478
9;29.29278374;59.791996
9;32.19209671;60.20064926
9;51.43393707;99.25686646
9;67.46414185;95.99996185
9;65.15070343;92.50263214
9;65.58342743;93.51705933
9;69.28897095;99.57958984
9;81.2694397;80.63594818
9;78.57574463;76.81570435
9;74.18677521;74.34420776
9;72.62220764;74.52696228
9;75.14151764;73.81967163
9;75.16867065;73.90044403
9;85.32420349;55.38858032
9;84.09050751;56.30196762
9;86.25622559;55.8309288
9;92.54878998;42.90190887
9;90.34263611;37.78038788
9;85.81916046;37.57138443
9;90.44181824;40.13311386
9;92.01756287;39.9179306
9;95.26052856;46.00883102
9;41.29029846;42.31155396
9;66.43132782;36.53610992
9;63.9863472;32.71343231
9;61.26968384;29.38572311
9;60.74938965;28.05173683
9;64.65522766;16.61227608
9;68.63828278;18.50801277
9;65.77666473;16.78765678
9;71.13412476;19.38595772
9;63.72318268;14.52142143
9;73.00149536;24.07381248
9;72.43666077;20.57834435
9;68.4127655;19.91312599
9;52.85831451;20.23506165
9;53.529953;24.24191475
9;50.75974274;18.08939552
9;42.53480911;10.16986847
9;41.53039932;13.39629078
9;46.7145195;15.61327457
9;48.45061874;16.21227837
9;59.63261032;7.058037281
9;61.61856842;13.41082287
9;48.83398819;17.72595596
9;45.34265137;13.90881252
9;42.41501236;11.6937809
9;58.93476486;9.36920166
9;60.68362427;10.63264179
9;54.8117981;6.569648743
9;61.58684158;11.02758598
9;59.71600723;11.51909733
9;58.41638565;5.645777702
9;59.24380875;10.54014206
9;56.59436417;8.917344093
9;68.49251556;17.98736382
9;65.0059433;15.91266823
9;63.92103577;15.62096119
9;53.51296997;5.875109673
9;57.83280563;9.222384453
9;31.03291702;28.92814255
9;31.33324432;32.5385704
9;86.40155029;38.74693298
9;47.44211197;98.18430328
9;46.26473999;94.11619568
9;40.16381454;87.44866943
8;52.87202072;97.34322357
8;59.0141449;93.57487488
8;56.37511063;96.30514526
8;37.83919907;94.35944366
8;39.88537216;90.63465881
8;44.07740402;84.12585449
8;31.49702454;67.91255951
8;25.95259666;73.03318024
8;36.4347229;62.29404449
8;24.9974823;75.44155884
8;32.24627686;70.11058807
8;18.10947227;53.70811081
8;21.79609871;49.49953079
8;24.15049171;47.18853378
8;28.60319519;44.22372437
8;20.93199921;51.64623642
8;35.43553162;34.96103668
8;44.37738419;57.68473816
8;46.313694;55.68559265
8;46.38607407;51.00216293
8;42.49544144;56.90368271
8;44.30051422;58.13295746
8;46.98828506;55.42063522
8;52.42152405;47.86700439
8;64.09099579;68.65098572
8;63.01687241;68.22525787
8;67.30257416;64.41345978
8;67.22595978;62.47640991
8;50.30998993;47.2678833
8;45.41263962;53.8707962
8;54.02060699;47.26989746
8;49.84202194;50.57655334
8;50.7132988;48.77228546
8;55.04555511;45.9862709
8;37.54370117;32.88402557
8;39.79589844;28.44321823
8;28.52339172;39.79666519
8;31.39964676;39.2652626
8;39.2415657;33.36141586
8;27.71405602;42.25005341
8;32.9607048;35.82311249
8;35.40473557;31.9391613
8;51.64222717;50.83834076
8;34.20762253;33.59380722
8;36.52349091;35.67104721
8;28.4192028;21.31574821
8;26.16049767;23.04223061
8;40.43532562;27.64007187
8;44.54495621;27.36224174
8;40.12372589;30.07316208
8;42.18480682;28.57367516
8;40.00265884;27.48751068
8;57.1252327;42.73901749
8;60.37574387;41.35645676
8;55.105896;46.14905167
8;61.73727036;38.58484268
8;55.74124527;46.6535759
8;58.29640961;41.58319855
8;57.04254913;42.41875839
8;76.77561188;55.25460052
8;71.88707733;59.26699448
8;73.78837585;58.62081146
8;75.13968658;54.24455261
8;64.59632111;65.95251465
8;46.90953827;85.6022644
8;46.90510178;81.56564331
8;49.80698776;82.08502197
8;48.8632431;83.15835571
8;66.74819183;84.00483704
8;62.35976791;90.24365997
8;47.374897;83.47155762
8;47.44646835;82.62212372
8;53.38528061;78.87113953
8;49.4527092;79.93060303
8;54.80268097;75.36398315
8;37.08824539;60.85722733
8;32.3759613;68.51081848
8;37.47701263;63.78868484
8;52.40665054;96.42541504
8;50.29704285;99.6441803
8;61.56332397;89.86413574
8;61.0865593;89.2243576
8;59.23649216;91.48110199
8;66.15400696;84.11193848
8;67.2313385;85.05564117
8;73.70990753;78.27061462
8;76.58045197;72.8915329
8;78.87657928;71.56253052
8;77.44900513;72.4473114
8;86.85370636;65.54332733
8;79.80653381;52.72317886
8;76.98827362;54.20278549
8;79.47935486;49.1410141
8;82.30416107;46.99090195
8;90.70069122;41.46670151
8;95.44348907;36.18970108
8;94.99748993;35.09530258
8;91.51784515;36.8902626
8;62.29264069;40.02953339
8;59.20347595;41.27067947
8;65.25639343;32.85410309
8;62.44474411;35.41500092
8;72.46240997;27.62426376
8;69.91942596;29.31109238
8;77.76285553;23.49137306
8;72.77841187;26.90053558
8;65.19831848;33.02717209
8;69.45986176;30.19703102
8;59.31505585;12.35431385
8;51.48771286;20.84361076
8;57.11244583;15.32178497
8;50.22441864;19.17096901
8;50.43386078;18.53487015
8;56.38030624;14.78845978
8;54.86350632;14.00961208
8;45.49985886;3.985426188
8;49.93674469;21.59009743
8;53.80987167;17.76641464
8;59.85267639;9.039950371
8;48.17565536;19.52121544
8;50.74171829;17.83840561
8;58.45976257;14.14866257
8;50.11459732;1.741461754
8;45.42038345;5.372408867
8;51.35326767;0.303872406
8;53.09170532;19.29002953
8;58.94316483;11.61287785
8;59.31098938;10.57213593
8;68.22219849;1.133880377
8;62.51177216;7.491232395
8;69.38005829;1.488132358
8;82.80024719;18.52937698
8;85.16033173;15.01836967
8;67.09584808;0.601490915
8;62.3077507;5.749974728
8;59.97041321;7.913310528
8;39.91163635;32.1440239
8;39.5965004;32.13613129
8;95.59341431;33.23413086
8;52.77228928;99.61347198
8;53.17861557;98.60385895
8;37.62705231;93.06067657
12;65.8155365;95.58837128
12;65.6722641;91.93340302
12;39.00271606;92.26184082
12;37.79530334;93.53245544
12;35.51390076;89.59918976
12;39.2194519;83.54347992
12;31.58820152;77.02805328
12;32.65777969;80.11386108
12;31.64159966;77.61083221
12;30.98714256;63.94402695
12;27.43963242;65.74446106
12;30.57836914;65.52194214
12;28.80940247;59.62100601
12;27.93951797;50.98506165
12;33.84994888;46.28447342
12;32.62846375;54.0637207
12;32.43864822;49.90301895
12;35.83829117;53.35149002
12;37.14204407;49.74198914
12;34.64454651;54.44410706
12;35.67540359;49.62564468
12;64.99458313;49.46217346
12;66.12915039;61.64371872
12;65.79064941;55.94537354
12;67.50177765;60.85022736
12;67.6295166;61.42910767
12;63.9100647;62.97233582
12;66.54935455;67.72558594
12;64.05154419;48.82009506
12;68.19329071;46.54354095
12;65.27838898;44.82035446
12;34.99766159;28.6329937
12;33.92376709;53.55868912
12;66.00445557;52.68466949
12;37.02325439;32.11848068
12;34.69826889;36.47535324
12;34.86344528;30.93927383
12;31.090065;32.38375473
12;34.92130661;35.41843796
12;30.3433609;32.52456284
12;35.48332977;44.49163437
12;33.23490906;38.50248337
12;35.43994522;47.79751587
12;33.87350845;37.05603027
12;28.56413841;34.62639999
12;31.31954956;31.66399002
12;30.796175;23.51903343
12;34.23335648;22.49591255
12;36.6307869;31.47683144
12;34.54861832;26.1110878
12;37.51963425;29.26760674
12;62.42569733;34.04420471
12;64.32038116;31.78562927
12;65.44553375;43.27349854
12;64.32563019;41.61597824
12;65.26433563;35.71754456
12;66.38870239;38.84474564
12;68.19142151;45.169487
12;68.54066467;48.43852615
12;67.66143036;51.06858444
12;68.67551422;50.46523666
12;69.08171082;55.47405243
12;69.04871368;66.36604309
12;67.30821991;71.59029388
12;38.71490097;76.39698029
12;35.5480957;89.30497742
12;36.71067429;86.07496643
12;64.91265869;87.64579773
12;66.06413269;89.20867157
12;64.93592834;87.07213593
12;67.02655029;76.22251892
12;65.31403351;77.93874359
12;64.29521942;84.12585449
12;38.79801178;74.61063385
12;34.67575836;79.63759613
12;30.71926117;58.81206131
12;34.10515213;64.12919617
12;33.42337036;67.09574127
12;66.31381226;98.93103027
12;65.30963135;98.1651535
12;65.71407318;99.2837677
12;67.59345245;90.95191193
12;66.38801575;89.28122711
12;67.80619049;91.68817902
12;70.96260834;86.51811981
12;71.99363708;78.82094574
12;72.47983551;80.80068207
12;74.07843018;72.95153046
12;72.0362854;69.71604919
12;72.9981842;59.6656456
12;74.81213379;57.5898819
12;73.0273056;46.274189
12;77.06710815;51.4869194
12;75.01713562;46.62244415
12;76.66530609;38.4402504
12;77.91587067;45.92684174
12;73.74204254;39.12098694
12;75.32981873;32.83035278
12;63.41043472;38.37773514
12;68.85648346;43.08414841
12;66.33778381;33.30651093
12;64.20372009;26.64411354
12;64.49863434;22.8635006
12;68.89099121;27.29620552
12;72.371521;21.9616394
12;69.76542664;19.99985123
12;68.621315;18.91567612
12;64.29773712;20.42874908
12;66.69926453;18.59108543
12;67.54452515;16.44793892
12;63.94695282;18.6928463
12;64.38819122;15.77281189
12;65.57004547;23.76575851
12;38.40283585;19.04685783
12;37.83235931;14.4694891
12;36.90415955;13.58381557
12;36.28614426;17.10577011
12;62.78663254;13.918993
12;66.81768036;11.41249752
12;66.75502014;18.08530426
12;65.41552734;10.46351242
12;36.94633102;13.51437759
12;37.82543564;9.601034164
12;36.72283936;9.333302498
12;67.07331848;6.049214363
12;64.6018219;12.00191689
12;65.43727875;15.54538631
12;67.00402069;15.3458271
12;66.72418976;5.24980545
12;68.30761719;13.28091621
12;68.76805115;13.52145672
12;74.16727448;5.349880695
12;64.90036011;16.24525833
12;68.76343536;8.700572968
12;66.81691742;12.27329445
12;67.30934906;0.217006266
12;34.7318306;19.6017952
12;33.67444229;26.09049034
12;75.6272583;37.12875366
12;40.6101265;89.1362381
12;39.11436462;96.48175049
12;34.58382797;89.58890533
